,real_index,1,8,9,10,11,12
436,148,2020-7-29 4,29.6,79,1004.9,1.0,260.3
437,149,2020-7-29 5,29.3,80,1005.0,1.1,268.2
438,150,2020-7-29 6,29.6,79,1005.6,0.8,268.5
439,151,2020-7-29 7,30.8,74,1006.1,1.0,254.5
440,152,2020-7-29 8,31.6,67,1006.3,1.1,232.5
441,153,2020-7-29 9,32.8,61,1006.5,1.3,241.7
442,154,2020-7-29 10,33.4,59,1006.2,1.2,266.9
443,155,2020-7-29 11,34.3,55,1005.8,1.1,256.3
444,156,2020-7-29 12,35.7,50,1005.1,1.1,326.9
445,157,2020-7-29 13,35.9,50,1004.0,1.4,19.1
446,158,2020-7-29 14,36.0,48,1003.2,1.5,47.9
447,159,2020-7-29 15,35.9,48,1002.8,1.6,118.6
448,160,2020-7-29 16,34.1,59,1002.8,2.5,127.4
449,161,2020-7-29 17,33.0,64,1002.9,2.3,115.6
450,162,2020-7-29 18,32.4,65,1004.0,2.2,114.3
451,163,2020-7-29 19,31.3,73,1004.9,2.6,97.4
452,164,2020-7-29 20,30.8,73,1005.6,1.7,94.9
453,165,2020-7-29 21,30.3,74,1005.8,1.7,78.1
454,166,2020-7-29 22,30.1,76,1006.2,1.6,78.0
455,167,2020-7-29 23,29.9,78,1006.2,1.4,51.9
456,168,2020-7-30 0,29.6,80,1006.1,1.7,56.2
457,169,2020-7-30 1,29.3,82,1005.6,1.5,54.9
458,170,2020-7-30 2,28.9,84,1005.5,1.4,64.5
459,171,2020-7-30 3,28.8,84,1005.5,1.4,69.3
460,172,2020-7-30 4,28.7,84,1005.5,1.6,64.8
461,173,2020-7-30 5,28.6,83,1005.5,1.8,65.3
462,174,2020-7-30 6,28.9,82,1005.7,1.2,59.0
463,175,2020-7-30 7,29.7,77,1005.9,1.6,63.5
464,176,2020-7-30 8,30.3,72,1006.2,1.7,56.0
465,177,2020-7-30 9,31.4,65,1006.4,1.5,89.7
466,178,2020-7-30 10,32.3,62,1006.3,1.3,61.8
467,179,2020-7-30 11,32.8,59,1005.8,1.7,66.3
468,180,2020-7-30 12,33.5,55,1005.4,2.3,73.7
469,181,2020-7-30 13,34.3,53,1004.6,2.1,67.2
470,182,2020-7-30 14,34.7,52,1003.4,2.1,53.1
471,183,2020-7-30 15,32.5,59,1003.2,3.3,109.1
472,184,2020-7-30 16,32.3,60,1003.0,1.3,41.4
473,185,2020-7-30 17,32.7,60,1002.8,0.9,64.6
474,186,2020-7-30 18,32.5,60,1002.7,1.1,77.2
475,187,2020-7-30 19,32.2,60,1004.0,1.6,110.8
476,188,2020-7-30 20,31.1,68,1005.0,1.2,95.5
477,189,2020-7-30 21,30.9,71,1005.4,1.1,98.4
478,190,2020-7-30 22,30.6,72,1005.3,1.2,71.2
479,191,2020-7-30 23,30.3,71,1005.0,1.6,58.6
480,192,2020-7-31 0,30.0,70,1004.5,1.6,69.7
481,193,2020-7-31 1,29.7,73,1003.7,1.4,64.1
482,194,2020-7-31 2,29.6,72,1003.1,1.8,66.1
483,195,2020-7-31 3,29.2,74,1002.4,1.7,64.2
484,196,2020-7-31 4,28.8,76,1002.2,1.8,50.1
485,197,2020-7-31 5,28.5,76,1002.3,1.7,48.7
486,198,2020-7-31 6,28.7,75,1002.6,2.0,38.0
487,199,2020-7-31 7,29.4,72,1003.3,2.5,43.1
488,200,2020-7-31 8,29.7,70,1003.6,3.0,44.2
489,201,2020-7-31 9,28.8,77,1004.1,2.5,63.7
490,202,2020-7-31 10,28.7,80,1004.3,2.7,81.3
491,203,2020-7-31 11,30.0,71,1003.8,3.6,80.2
492,204,2020-7-31 12,30.5,68,1003.4,3.4,76.3
493,205,2020-7-31 13,30.7,66,1002.9,4.0,78.6
494,206,2020-7-31 14,30.7,66,1002.1,3.8,67.5
495,207,2020-7-31 15,30.2,69,1001.6,2.8,79.8
496,208,2020-7-31 16,28.6,80,1001.4,3.0,72.6
497,209,2020-7-31 17,29.3,72,1001.2,4.0,75.8
498,210,2020-7-31 18,28.7,74,1001.1,3.7,66.0
499,211,2020-7-31 19,27.8,80,1002.0,3.5,64.7
500,212,2020-7-31 20,26.5,89,1002.6,2.4,61.7
501,213,2020-7-31 21,26.9,87,1003.6,3.1,59.2
502,214,2020-7-31 22,26.8,87,1003.8,2.4,56.4
503,215,2020-7-31 23,27.2,84,1003.3,2.6,56.5
504,168,2020-7-30 0,29.6,80,1006.1,1.7,56.2
505,169,2020-7-30 1,29.3,82,1005.6,1.5,54.9
506,170,2020-7-30 2,28.9,84,1005.5,1.4,64.5
507,171,2020-7-30 3,28.8,84,1005.5,1.4,69.3
508,172,2020-7-30 4,28.7,84,1005.5,1.6,64.8
509,173,2020-7-30 5,28.6,83,1005.5,1.8,65.3
510,174,2020-7-30 6,28.9,82,1005.7,1.2,59.0
511,175,2020-7-30 7,29.7,77,1005.9,1.6,63.5
512,176,2020-7-30 8,30.3,72,1006.2,1.7,56.0
513,177,2020-7-30 9,31.4,65,1006.4,1.5,89.7
514,178,2020-7-30 10,32.3,62,1006.3,1.3,61.8
515,179,2020-7-30 11,32.8,59,1005.8,1.7,66.3
516,180,2020-7-30 12,33.5,55,1005.4,2.3,73.7
517,181,2020-7-30 13,34.3,53,1004.6,2.1,67.2
518,182,2020-7-30 14,34.7,52,1003.4,2.1,53.1
519,183,2020-7-30 15,32.5,59,1003.2,3.3,109.1
520,184,2020-7-30 16,32.3,60,1003.0,1.3,41.4
521,185,2020-7-30 17,32.7,60,1002.8,0.9,64.6
522,186,2020-7-30 18,32.5,60,1002.7,1.1,77.2
523,187,2020-7-30 19,32.2,60,1004.0,1.6,110.8
524,188,2020-7-30 20,31.1,68,1005.0,1.2,95.5
525,189,2020-7-30 21,30.9,71,1005.4,1.1,98.4
526,190,2020-7-30 22,30.6,72,1005.3,1.2,71.2
527,191,2020-7-30 23,30.3,71,1005.0,1.6,58.6
528,192,2020-7-31 0,30.0,70,1004.5,1.6,69.7
529,193,2020-7-31 1,29.7,73,1003.7,1.4,64.1
530,194,2020-7-31 2,29.6,72,1003.1,1.8,66.1
531,195,2020-7-31 3,29.2,74,1002.4,1.7,64.2
532,196,2020-7-31 4,28.8,76,1002.2,1.8,50.1
533,197,2020-7-31 5,28.5,76,1002.3,1.7,48.7
534,198,2020-7-31 6,28.7,75,1002.6,2.0,38.0
535,199,2020-7-31 7,29.4,72,1003.3,2.5,43.1
536,200,2020-7-31 8,29.7,70,1003.6,3.0,44.2
537,201,2020-7-31 9,28.8,77,1004.1,2.5,63.7
538,202,2020-7-31 10,28.7,80,1004.3,2.7,81.3
539,203,2020-7-31 11,30.0,71,1003.8,3.6,80.2
540,204,2020-7-31 12,30.5,68,1003.4,3.4,76.3
541,205,2020-7-31 13,30.7,66,1002.9,4.0,78.6
542,206,2020-7-31 14,30.7,66,1002.1,3.8,67.5
543,207,2020-7-31 15,30.2,69,1001.6,2.8,79.8
544,208,2020-7-31 16,28.6,80,1001.4,3.0,72.6
545,209,2020-7-31 17,29.3,72,1001.2,4.0,75.8
546,210,2020-7-31 18,28.7,74,1001.1,3.7,66.0
547,211,2020-7-31 19,27.8,80,1002.0,3.5,64.7
548,212,2020-7-31 20,26.5,89,1002.6,2.4,61.7
549,213,2020-7-31 21,26.9,87,1003.6,3.1,59.2
550,214,2020-7-31 22,26.8,87,1003.8,2.4,56.4
551,215,2020-7-31 23,27.2,84,1003.3,2.6,56.5
552,216,2020-8-1 0,27.2,84,1003.0,2.5,65.5
553,217,2020-8-1 1,26.5,88,1002.7,2.2,61.4
554,218,2020-8-1 2,26.4,90,1002.4,2.1,60.6
555,219,2020-8-1 3,26.7,89,1001.9,2.2,52.2
556,220,2020-8-1 4,27.0,86,1001.8,2.6,63.0
557,221,2020-8-1 5,26.6,89,1001.8,2.7,61.4
558,222,2020-8-1 6,26.6,90,1002.0,2.6,62.3
559,223,2020-8-1 7,27.4,85,1002.2,2.9,63.2
560,224,2020-8-1 8,28.2,81,1002.6,3.5,69.9
561,225,2020-8-1 9,28.1,83,1002.8,3.1,76.1
562,226,2020-8-1 10,28.4,82,1002.9,3.8,77.6
563,227,2020-8-1 11,28.5,83,1002.7,2.8,67.3
564,228,2020-8-1 12,28.9,82,1002.2,3.3,80.6
565,229,2020-8-1 13,27.7,86,1001.8,3.3,99.4
566,230,2020-8-1 14,27.4,88,1001.7,2.3,87.7
567,231,2020-8-1 15,27.2,90,1001.3,2.0,70.7
568,232,2020-8-1 16,27.0,90,1001.3,2.7,75.4
569,233,2020-8-1 17,25.9,90,1001.7,2.4,91.6
570,234,2020-8-1 18,26.6,88,1002.0,1.7,93.3
571,235,2020-8-1 19,26.6,90,1002.2,1.6,65.8
572,236,2020-8-1 20,26.6,90,1002.7,2.1,68.2
573,237,2020-8-1 21,26.5,89,1003.4,1.9,66.1
574,238,2020-8-1 22,26.6,88,1004.1,2.0,65.6
575,239,2020-8-1 23,26.1,92,1004.0,1.8,56.0
576,192,2020-7-31 0,30.0,70,1004.5,1.6,69.7
577,193,2020-7-31 1,29.7,73,1003.7,1.4,64.1
578,194,2020-7-31 2,29.6,72,1003.1,1.8,66.1
579,195,2020-7-31 3,29.2,74,1002.4,1.7,64.2
580,196,2020-7-31 4,28.8,76,1002.2,1.8,50.1
581,197,2020-7-31 5,28.5,76,1002.3,1.7,48.7
582,198,2020-7-31 6,28.7,75,1002.6,2.0,38.0
583,199,2020-7-31 7,29.4,72,1003.3,2.5,43.1
584,200,2020-7-31 8,29.7,70,1003.6,3.0,44.2
585,201,2020-7-31 9,28.8,77,1004.1,2.5,63.7
586,202,2020-7-31 10,28.7,80,1004.3,2.7,81.3
587,203,2020-7-31 11,30.0,71,1003.8,3.6,80.2
588,204,2020-7-31 12,30.5,68,1003.4,3.4,76.3
589,205,2020-7-31 13,30.7,66,1002.9,4.0,78.6
590,206,2020-7-31 14,30.7,66,1002.1,3.8,67.5
591,207,2020-7-31 15,30.2,69,1001.6,2.8,79.8
592,208,2020-7-31 16,28.6,80,1001.4,3.0,72.6
593,209,2020-7-31 17,29.3,72,1001.2,4.0,75.8
594,210,2020-7-31 18,28.7,74,1001.1,3.7,66.0
595,211,2020-7-31 19,27.8,80,1002.0,3.5,64.7
596,212,2020-7-31 20,26.5,89,1002.6,2.4,61.7
597,213,2020-7-31 21,26.9,87,1003.6,3.1,59.2
598,214,2020-7-31 22,26.8,87,1003.8,2.4,56.4
599,215,2020-7-31 23,27.2,84,1003.3,2.6,56.5
600,216,2020-8-1 0,27.2,84,1003.0,2.5,65.5
601,217,2020-8-1 1,26.5,88,1002.7,2.2,61.4
602,218,2020-8-1 2,26.4,90,1002.4,2.1,60.6
603,219,2020-8-1 3,26.7,89,1001.9,2.2,52.2
604,220,2020-8-1 4,27.0,86,1001.8,2.6,63.0
605,221,2020-8-1 5,26.6,89,1001.8,2.7,61.4
606,222,2020-8-1 6,26.6,90,1002.0,2.6,62.3
607,223,2020-8-1 7,27.4,85,1002.2,2.9,63.2
608,224,2020-8-1 8,28.2,81,1002.6,3.5,69.9
609,225,2020-8-1 9,28.1,83,1002.8,3.1,76.1
610,226,2020-8-1 10,28.4,82,1002.9,3.8,77.6
611,227,2020-8-1 11,28.5,83,1002.7,2.8,67.3
612,228,2020-8-1 12,28.9,82,1002.2,3.3,80.6
613,229,2020-8-1 13,27.7,86,1001.8,3.3,99.4
614,230,2020-8-1 14,27.4,88,1001.7,2.3,87.7
615,231,2020-8-1 15,27.2,90,1001.3,2.0,70.7
616,232,2020-8-1 16,27.0,90,1001.3,2.7,75.4
617,233,2020-8-1 17,25.9,90,1001.7,2.4,91.6
618,234,2020-8-1 18,26.6,88,1002.0,1.7,93.3
619,235,2020-8-1 19,26.6,90,1002.2,1.6,65.8
620,236,2020-8-1 20,26.6,90,1002.7,2.1,68.2
621,237,2020-8-1 21,26.5,89,1003.4,1.9,66.1
622,238,2020-8-1 22,26.6,88,1004.1,2.0,65.6
623,239,2020-8-1 23,26.1,92,1004.0,1.8,56.0
624,240,2020-8-2 0,26.0,93,1003.5,1.7,54.9
625,241,2020-8-2 1,26.2,92,1002.9,2.0,60.4
626,242,2020-8-2 2,26.4,91,1002.3,2.2,59.8
627,243,2020-8-2 3,26.1,92,1002.0,2.2,56.5
628,244,2020-8-2 4,25.9,95,1001.8,1.8,65.8
629,245,2020-8-2 5,25.8,95,1001.8,1.8,63.5
630,246,2020-8-2 6,25.8,96,1002.1,2.0,71.1
631,247,2020-8-2 7,25.7,96,1002.4,1.9,69.2
632,248,2020-8-2 8,26.1,95,1002.9,1.9,66.4
633,249,2020-8-2 9,26.8,92,1002.8,1.3,63.5
634,250,2020-8-2 10,27.5,89,1002.7,0.7,60.6
635,251,2020-8-2 14,28.9,84,1001.9,0.7,47.7
636,252,2020-8-2 15,29.8,77,1001.3,1.4,105.2
637,253,2020-8-2 16,29.5,78,1001.1,1.0,244.5
638,254,2020-8-2 17,27.6,87,1000.8,1.3,258.9
639,255,2020-8-2 18,27.0,93,1001.2,1.0,46.1
640,256,2020-8-2 19,27.3,91,1002.0,0.8,68.7
641,257,2020-8-2 20,27.4,91,1002.6,0.6,78.7
642,258,2020-8-2 21,27.2,90,1003.2,1.1,58.6
643,259,2020-8-2 22,27.1,88,1003.7,1.0,64.1
644,260,2020-8-2 23,27.1,88,1003.3,1.6,62.3
645,216,2020-8-1 0,27.2,84,1003.0,2.5,65.5
646,217,2020-8-1 1,26.5,88,1002.7,2.2,61.4
647,218,2020-8-1 2,26.4,90,1002.4,2.1,60.6
648,219,2020-8-1 3,26.7,89,1001.9,2.2,52.2
649,220,2020-8-1 4,27.0,86,1001.8,2.6,63.0
650,221,2020-8-1 5,26.6,89,1001.8,2.7,61.4
651,222,2020-8-1 6,26.6,90,1002.0,2.6,62.3
652,223,2020-8-1 7,27.4,85,1002.2,2.9,63.2
653,224,2020-8-1 8,28.2,81,1002.6,3.5,69.9
654,225,2020-8-1 9,28.1,83,1002.8,3.1,76.1
655,226,2020-8-1 10,28.4,82,1002.9,3.8,77.6
656,227,2020-8-1 11,28.5,83,1002.7,2.8,67.3
657,228,2020-8-1 12,28.9,82,1002.2,3.3,80.6
658,229,2020-8-1 13,27.7,86,1001.8,3.3,99.4
659,230,2020-8-1 14,27.4,88,1001.7,2.3,87.7
660,231,2020-8-1 15,27.2,90,1001.3,2.0,70.7
661,232,2020-8-1 16,27.0,90,1001.3,2.7,75.4
662,233,2020-8-1 17,25.9,90,1001.7,2.4,91.6
663,234,2020-8-1 18,26.6,88,1002.0,1.7,93.3
664,235,2020-8-1 19,26.6,90,1002.2,1.6,65.8
665,236,2020-8-1 20,26.6,90,1002.7,2.1,68.2
666,237,2020-8-1 21,26.5,89,1003.4,1.9,66.1
667,238,2020-8-1 22,26.6,88,1004.1,2.0,65.6
668,239,2020-8-1 23,26.1,92,1004.0,1.8,56.0
669,240,2020-8-2 0,26.0,93,1003.5,1.7,54.9
670,241,2020-8-2 1,26.2,92,1002.9,2.0,60.4
671,242,2020-8-2 2,26.4,91,1002.3,2.2,59.8
672,243,2020-8-2 3,26.1,92,1002.0,2.2,56.5
673,244,2020-8-2 4,25.9,95,1001.8,1.8,65.8
674,245,2020-8-2 5,25.8,95,1001.8,1.8,63.5
675,246,2020-8-2 6,25.8,96,1002.1,2.0,71.1
676,247,2020-8-2 7,25.7,96,1002.4,1.9,69.2
677,248,2020-8-2 8,26.1,95,1002.9,1.9,66.4
678,249,2020-8-2 9,26.8,92,1002.8,1.3,63.5
679,250,2020-8-2 10,27.5,89,1002.7,0.7,60.6
680,251,2020-8-2 14,28.9,84,1001.9,0.7,47.7
681,252,2020-8-2 15,29.8,77,1001.3,1.4,105.2
682,253,2020-8-2 16,29.5,78,1001.1,1.0,244.5
683,254,2020-8-2 17,27.6,87,1000.8,1.3,258.9
684,255,2020-8-2 18,27.0,93,1001.2,1.0,46.1
685,256,2020-8-2 19,27.3,91,1002.0,0.8,68.7
686,257,2020-8-2 20,27.4,91,1002.6,0.6,78.7
687,258,2020-8-2 21,27.2,90,1003.2,1.1,58.6
688,259,2020-8-2 22,27.1,88,1003.7,1.0,64.1
689,260,2020-8-2 23,27.1,88,1003.3,1.6,62.3
690,261,2020-8-3 0,26.9,89,1002.8,1.7,60.4
691,262,2020-8-3 1,26.6,89,1002.2,1.7,63.3
692,263,2020-8-3 2,26.5,91,1001.6,1.5,44.8
693,264,2020-8-3 3,26.2,93,1001.0,1.7,58.0
694,265,2020-8-3 4,26.1,93,1000.7,2.3,85.6
695,266,2020-8-3 5,26.3,91,1001.0,2.0,88.7
696,267,2020-8-3 6,26.4,92,1001.6,1.4,92.0
697,268,2020-8-3 7,26.8,92,1002.0,1.1,84.6
698,269,2020-8-3 8,26.8,92,1002.3,1.4,66.8
699,270,2020-8-3 9,27.9,86,1002.6,1.5,65.5
700,271,2020-8-3 10,28.6,82,1002.6,1.5,58.3
701,272,2020-8-3 11,27.1,89,1002.4,1.2,89.9
702,273,2020-8-3 12,27.4,89,1001.9,0.8,24.5
703,274,2020-8-3 13,28.4,84,1001.3,1.4,83.1
704,275,2020-8-3 14,27.6,88,1000.9,1.7,47.0
705,276,2020-8-3 15,26.6,94,1000.2,1.4,73.4
706,277,2020-8-3 16,27.2,91,1000.0,1.0,102.2
707,278,2020-8-3 17,27.3,90,1000.2,0.9,94.1
708,279,2020-8-3 18,27.1,90,1000.3,1.2,112.4
709,280,2020-8-3 19,27.0,90,1000.9,0.9,93.1
710,281,2020-8-3 20,26.9,91,1001.5,1.1,106.5
711,282,2020-8-3 21,27.0,91,1002.0,1.1,106.7
712,283,2020-8-3 22,27.1,90,1002.3,0.6,60.8
713,284,2020-8-3 23,27.0,91,1002.4,0.8,95.5
714,240,2020-8-2 0,26.0,93,1003.5,1.7,54.9
715,241,2020-8-2 1,26.2,92,1002.9,2.0,60.4
716,242,2020-8-2 2,26.4,91,1002.3,2.2,59.8
717,243,2020-8-2 3,26.1,92,1002.0,2.2,56.5
718,244,2020-8-2 4,25.9,95,1001.8,1.8,65.8
719,245,2020-8-2 5,25.8,95,1001.8,1.8,63.5
720,246,2020-8-2 6,25.8,96,1002.1,2.0,71.1
721,247,2020-8-2 7,25.7,96,1002.4,1.9,69.2
722,248,2020-8-2 8,26.1,95,1002.9,1.9,66.4
723,249,2020-8-2 9,26.8,92,1002.8,1.3,63.5
724,250,2020-8-2 10,27.5,89,1002.7,0.7,60.6
725,251,2020-8-2 14,28.9,84,1001.9,0.7,47.7
726,252,2020-8-2 15,29.8,77,1001.3,1.4,105.2
727,253,2020-8-2 16,29.5,78,1001.1,1.0,244.5
728,254,2020-8-2 17,27.6,87,1000.8,1.3,258.9
729,255,2020-8-2 18,27.0,93,1001.2,1.0,46.1
730,256,2020-8-2 19,27.3,91,1002.0,0.8,68.7
731,257,2020-8-2 20,27.4,91,1002.6,0.6,78.7
732,258,2020-8-2 21,27.2,90,1003.2,1.1,58.6
733,259,2020-8-2 22,27.1,88,1003.7,1.0,64.1
734,260,2020-8-2 23,27.1,88,1003.3,1.6,62.3
735,261,2020-8-3 0,26.9,89,1002.8,1.7,60.4
736,262,2020-8-3 1,26.6,89,1002.2,1.7,63.3
737,263,2020-8-3 2,26.5,91,1001.6,1.5,44.8
738,264,2020-8-3 3,26.2,93,1001.0,1.7,58.0
739,265,2020-8-3 4,26.1,93,1000.7,2.3,85.6
740,266,2020-8-3 5,26.3,91,1001.0,2.0,88.7
741,267,2020-8-3 6,26.4,92,1001.6,1.4,92.0
742,268,2020-8-3 7,26.8,92,1002.0,1.1,84.6
743,269,2020-8-3 8,26.8,92,1002.3,1.4,66.8
744,270,2020-8-3 9,27.9,86,1002.6,1.5,65.5
745,271,2020-8-3 10,28.6,82,1002.6,1.5,58.3
746,272,2020-8-3 11,27.1,89,1002.4,1.2,89.9
747,273,2020-8-3 12,27.4,89,1001.9,0.8,24.5
748,274,2020-8-3 13,28.4,84,1001.3,1.4,83.1
749,275,2020-8-3 14,27.6,88,1000.9,1.7,47.0
750,276,2020-8-3 15,26.6,94,1000.2,1.4,73.4
751,277,2020-8-3 16,27.2,91,1000.0,1.0,102.2
752,278,2020-8-3 17,27.3,90,1000.2,0.9,94.1
753,279,2020-8-3 18,27.1,90,1000.3,1.2,112.4
754,280,2020-8-3 19,27.0,90,1000.9,0.9,93.1
755,281,2020-8-3 20,26.9,91,1001.5,1.1,106.5
756,282,2020-8-3 21,27.0,91,1002.0,1.1,106.7
757,283,2020-8-3 22,27.1,90,1002.3,0.6,60.8
758,284,2020-8-3 23,27.0,91,1002.4,0.8,95.5
759,285,2020-8-4 0,27.0,91,1002.2,0.8,93.5
760,286,2020-8-4 1,26.8,92,1001.7,0.4,29.9
761,287,2020-8-4 2,26.8,93,1001.4,0.4,74.3
762,288,2020-8-4 3,26.7,92,1001.2,0.6,25.1
763,289,2020-8-4 4,26.8,91,1001.2,0.6,64.7
764,290,2020-8-4 5,26.6,93,1001.1,0.4,58.7
765,291,2020-8-4 6,26.7,94,1001.4,0.6,72.9
766,292,2020-8-4 7,27.1,90,1001.8,1.0,92.0
767,293,2020-8-4 8,28.1,84,1002.0,1.0,106.9
768,294,2020-8-4 9,29.4,76,1002.5,1.1,71.8
769,295,2020-8-4 10,29.9,75,1002.5,1.4,61.3
770,296,2020-8-4 11,30.8,71,1002.3,1.9,71.5
771,297,2020-8-4 12,31.3,66,1001.8,1.6,82.4
772,298,2020-8-4 13,32.1,64,1001.4,1.6,79.6
773,299,2020-8-4 14,31.6,66,1000.8,1.7,95.1
774,300,2020-8-4 15,31.4,68,1000.5,2.4,106.4
775,301,2020-8-4 16,30.9,69,1000.1,2.1,121.6
776,302,2020-8-4 17,30.2,74,1000.4,2.0,114.7
777,303,2020-8-4 18,29.6,76,1001.2,2.1,109.1
778,304,2020-8-4 19,29.1,78,1002.0,1.9,113.9
779,305,2020-8-4 20,28.7,80,1002.8,1.7,114.1
780,306,2020-8-4 21,28.5,82,1003.5,1.9,113.9
781,307,2020-8-4 22,28.1,84,1003.8,1.6,113.2
782,308,2020-8-4 23,27.8,85,1003.8,1.1,105.1
783,261,2020-8-3 0,26.9,89,1002.8,1.7,60.4
784,262,2020-8-3 1,26.6,89,1002.2,1.7,63.3
785,263,2020-8-3 2,26.5,91,1001.6,1.5,44.8
786,264,2020-8-3 3,26.2,93,1001.0,1.7,58.0
787,265,2020-8-3 4,26.1,93,1000.7,2.3,85.6
788,266,2020-8-3 5,26.3,91,1001.0,2.0,88.7
789,267,2020-8-3 6,26.4,92,1001.6,1.4,92.0
790,268,2020-8-3 7,26.8,92,1002.0,1.1,84.6
791,269,2020-8-3 8,26.8,92,1002.3,1.4,66.8
792,270,2020-8-3 9,27.9,86,1002.6,1.5,65.5
793,271,2020-8-3 10,28.6,82,1002.6,1.5,58.3
794,272,2020-8-3 11,27.1,89,1002.4,1.2,89.9
795,273,2020-8-3 12,27.4,89,1001.9,0.8,24.5
796,274,2020-8-3 13,28.4,84,1001.3,1.4,83.1
797,275,2020-8-3 14,27.6,88,1000.9,1.7,47.0
798,276,2020-8-3 15,26.6,94,1000.2,1.4,73.4
799,277,2020-8-3 16,27.2,91,1000.0,1.0,102.2
800,278,2020-8-3 17,27.3,90,1000.2,0.9,94.1
801,279,2020-8-3 18,27.1,90,1000.3,1.2,112.4
802,280,2020-8-3 19,27.0,90,1000.9,0.9,93.1
803,281,2020-8-3 20,26.9,91,1001.5,1.1,106.5
804,282,2020-8-3 21,27.0,91,1002.0,1.1,106.7
805,283,2020-8-3 22,27.1,90,1002.3,0.6,60.8
806,284,2020-8-3 23,27.0,91,1002.4,0.8,95.5
807,285,2020-8-4 0,27.0,91,1002.2,0.8,93.5
808,286,2020-8-4 1,26.8,92,1001.7,0.4,29.9
809,287,2020-8-4 2,26.8,93,1001.4,0.4,74.3
810,288,2020-8-4 3,26.7,92,1001.2,0.6,25.1
811,289,2020-8-4 4,26.8,91,1001.2,0.6,64.7
812,290,2020-8-4 5,26.6,93,1001.1,0.4,58.7
813,291,2020-8-4 6,26.7,94,1001.4,0.6,72.9
814,292,2020-8-4 7,27.1,90,1001.8,1.0,92.0
815,293,2020-8-4 8,28.1,84,1002.0,1.0,106.9
816,294,2020-8-4 9,29.4,76,1002.5,1.1,71.8
817,295,2020-8-4 10,29.9,75,1002.5,1.4,61.3
818,296,2020-8-4 11,30.8,71,1002.3,1.9,71.5
819,297,2020-8-4 12,31.3,66,1001.8,1.6,82.4
820,298,2020-8-4 13,32.1,64,1001.4,1.6,79.6
821,299,2020-8-4 14,31.6,66,1000.8,1.7,95.1
822,300,2020-8-4 15,31.4,68,1000.5,2.4,106.4
823,301,2020-8-4 16,30.9,69,1000.1,2.1,121.6
824,302,2020-8-4 17,30.2,74,1000.4,2.0,114.7
825,303,2020-8-4 18,29.6,76,1001.2,2.1,109.1
826,304,2020-8-4 19,29.1,78,1002.0,1.9,113.9
827,305,2020-8-4 20,28.7,80,1002.8,1.7,114.1
828,306,2020-8-4 21,28.5,82,1003.5,1.9,113.9
829,307,2020-8-4 22,28.1,84,1003.8,1.6,113.2
830,308,2020-8-4 23,27.8,85,1003.8,1.1,105.1
831,309,2020-8-5 0,27.5,89,1004.1,1.0,99.7
832,310,2020-8-5 1,27.4,91,1004.0,1.4,108.1
833,311,2020-8-5 2,27.4,89,1003.7,1.0,113.9
834,312,2020-8-5 3,27.4,88,1003.3,1.6,120.9
835,313,2020-8-5 4,27.6,88,1003.4,1.6,122.4
836,314,2020-8-5 5,27.6,88,1003.6,1.5,126.3
837,315,2020-8-5 6,27.6,88,1004.0,1.1,85.8
838,316,2020-8-5 7,27.4,89,1004.4,1.6,94.1
839,317,2020-8-5 8,26.8,92,1005.1,1.4,101.1
840,318,2020-8-5 9,26.2,94,1005.5,1.8,110.3
841,319,2020-8-5 10,26.7,93,1006.0,1.2,105.2
842,320,2020-8-5 11,27.0,92,1006.0,1.3,105.8
843,321,2020-8-5 12,27.6,89,1006.1,1.1,91.2
844,322,2020-8-5 13,27.8,90,1005.7,0.8,67.7
845,323,2020-8-5 14,28.2,88,1005.5,1.3,65.5
846,324,2020-8-5 15,26.3,92,1005.8,1.4,127.6
847,325,2020-8-5 16,25.8,95,1006.0,1.5,93.2
848,326,2020-8-5 17,25.7,95,1006.2,0.9,94.2
849,327,2020-8-5 18,25.7,96,1006.6,0.7,68.3
850,328,2020-8-5 19,25.7,96,1007.2,1.1,93.5
851,329,2020-8-5 20,25.7,96,1007.8,0.7,75.5
852,330,2020-8-5 21,25.9,96,1008.8,0.9,65.2
853,331,2020-8-5 22,26.1,96,1009.3,1.0,65.1
854,332,2020-8-5 23,25.8,96,1009.5,1.4,87.3
855,285,2020-8-4 0,27.0,91,1002.2,0.8,93.5
856,286,2020-8-4 1,26.8,92,1001.7,0.4,29.9
857,287,2020-8-4 2,26.8,93,1001.4,0.4,74.3
858,288,2020-8-4 3,26.7,92,1001.2,0.6,25.1
859,289,2020-8-4 4,26.8,91,1001.2,0.6,64.7
860,290,2020-8-4 5,26.6,93,1001.1,0.4,58.7
861,291,2020-8-4 6,26.7,94,1001.4,0.6,72.9
862,292,2020-8-4 7,27.1,90,1001.8,1.0,92.0
863,293,2020-8-4 8,28.1,84,1002.0,1.0,106.9
864,294,2020-8-4 9,29.4,76,1002.5,1.1,71.8
865,295,2020-8-4 10,29.9,75,1002.5,1.4,61.3
866,296,2020-8-4 11,30.8,71,1002.3,1.9,71.5
867,297,2020-8-4 12,31.3,66,1001.8,1.6,82.4
868,298,2020-8-4 13,32.1,64,1001.4,1.6,79.6
869,299,2020-8-4 14,31.6,66,1000.8,1.7,95.1
870,300,2020-8-4 15,31.4,68,1000.5,2.4,106.4
871,301,2020-8-4 16,30.9,69,1000.1,2.1,121.6
